Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits,Branch Age,Year_Since_Acquisition,Total_Deposits,Growth_%,CAGR
JPMorgan Chase Bank,0,Hillside Branch,2295,1986-06-30,2004-11-13,6310 East Mockingbird Lane,Dallas,Dallas,TX,75214,32.83644,-96.75454,109649.0,190243.0,197969.0,218564.0,221491.0,233565.0,261237,40,22,1432718.0,138.24841083822014,15.56819635901463
JPMorgan Chase Bank,0,Hulen Mall Branch,2296,1919-01-01,2004-11-13,4600 South Hulen,Fort Worth,Tarrant,TX,76132,32.66735,-97.41821,119472.0,115518.0,123921.0,132978.0,161783.0,168804.0,178864,107,22,1001340.0,49.712066425606,6.957062658482771
JPMorgan Chase Bank,0,Lake Highlands Branch,2297,1986-06-30,2004-11-13,9634 Audelia Rd,Dallas,Dallas,TX,75238,32.87728,-96.71783,109103.0,109204.0,129278.0,125566.0,133548.0,141775.0,156711,40,22,905185.0,43.63583036213486,6.221019372065917
JPMorgan Chase Bank,0,North Cooper Branch,2299,1979-03-22,2004-11-13,755 Lamar Boulevard West,Arlington,Tarrant,TX,76012,32.76041,-97.11538,90875.0,97327.0,107172.0,118012.0,122700.0,121713.0,138373,47,22,796172.0,52.26740027510316,7.259184043974587
JPMorgan Chase Bank,0,Everman Branch,2300,1963-07-25,2004-11-13,1000 Everman Road,Fort Worth,Tarrant,TX,76140,32.62753,-97.32057,73951.0,73083.0,77082.0,80483.0,81662.0,83213.0,88587,63,22,558061.0,19.79148354991819,3.055456301488979
JPMorgan Chase Bank,0,Trinity Branch,2301,1963-03-13,2004-11-13,1881 Sylvan Avenue,Dallas,Dallas,TX,75208,32.76896,-96.83581,50148.0,52454.0,58772.0,61000.0,65786.0,68681.0,83118,63,22,439959.0,65.74539363484088,8.7861426828721
JPMorgan Chase Bank,0,Nacogdoches Branch,2302,1974-01-01,2004-11-13,13939 Nacogdoches,San Antonio,Bexar,TX,78217,29.56812,-98.38514,30262.0,30423.0,33182.0,35698.0,37041.0,39738.0,47280,52,22,253624.0,56.23554292512062,7.720073273621764
JPMorgan Chase Bank,0,Bandera Branch,2303,1974-01-01,2004-11-13,707 Bandera Road,San Antonio,Bexar,TX,78228,29.45442,-98.55128,14362.0,14494.0,17741.0,18203.0,23423.0,27006.0,29264,52,22,144493.0,103.75992201643226,12.595178639824113
JPMorgan Chase Bank,0,Marbach Branch,2304,1974-01-01,2004-11-13,8306 Marbach,San Antonio,Bexar,TX,78227,29.41784,-98.655,14250.0,13556.0,14514.0,17563.0,18392.0,20143.0,22158,52,22,120576.0,55.49473684210526,7.634777060051512
JPMorgan Chase Bank,0,Ingram Branch,2305,1974-01-01,2004-11-13,6000 Ingram Road,San Antonio,Bexar,TX,78238,29.46628,-98.60258,11509.0,12425.0,13225.0,15518.0,14724.0,15101.0,16406,52,22,98908.0,42.5493092362499,6.086678669298373
JPMorgan Chase Bank,0,New Road Branch,2306,1960-03-06,2004-11-13,320 New Road,Waco,McLennan,TX,76710,31.52508,-97.17107,76007.0,79925.0,83879.0,89738.0,88311.0,96769.0,112116,66,22,626745.0,47.5074664175668,6.692936238095792
JPMorgan Chase Bank,0,Commerce Branch,2307,1889-01-01,2004-11-13,1305 Washington Street,Commerce,Hunt,TX,75428,33.2498,-95.90045,33825.0,31547.0,32341.0,35772.0,36856.0,38993.0,42720,137,22,252054.0,26.297117516629715,3.9678125043384638
JPMorgan Chase Bank,0,Port Arthur Branch,2308,1957-04-27,2004-11-13,4997 N Twin City Hwy,Port Arthur,Jefferson,TX,77642,29.91551,-93.87754,66825.0,78854.0,76515.0,74373.0,70524.0,66262.0,64206,69,22,497559.0,-3.9191919191919196,-0.6641281518135034
JPMorgan Chase Bank,0,San Pedro Branch,2309,1927-01-01,2004-11-13,4011 San Pedro Avenue,San Antonio,Bexar,TX,78212,29.47161,-98.49934,61602.0,60808.0,60889.0,61192.0,63666.0,62823.0,69439,99,22,440419.0,12.721989545793969,2.015956904102034
JPMorgan Chase Bank,0,Richland Hills Branch,2310,1934-01-01,2004-11-13,7000 Grapevine Highway,Richland Hills,Tarrant,TX,76180,32.82091,-97.23173,55767.0,55898.0,55432.0,58641.0,61337.0,65180.0,69121,92,22,421376.0,23.946061290727492,3.6427167363429325
JPMorgan Chase Bank,0,Baytown Branch,2312,1927-01-01,2004-11-13,1505 North Alexander Drive,Baytown,Harris,TX,77520,29.73917,-94.9543,49478.0,50136.0,48272.0,49699.0,52237.0,53394.0,58259,99,22,361475.0,17.747281620113988,2.7602490749847552
JPMorgan Chase Bank,0,El Dorado Blvd Branch,2313,1983-01-07,2004-11-13,1904 El Dorado Boulevard,Houston,Harris,TX,77062,29.57834,-95.12145,66538.0,68980.0,80680.0,83907.0,83522.0,96030.0,96922,43,22,576579.0,45.664131774324446,6.469554641366693
JPMorgan Chase Bank,0,Capitol Branch,2314,1972-01-01,2004-11-13,6816 Capitol,Houston,Harris,TX,77011,29.73554,-95.30635,56652.0,57735.0,66208.0,72380.0,77354.0,87289.0,89850,54,22,507468.0,58.599872908282144,7.990065808009361
JPMorgan Chase Bank,0,Pioneer Parkway Branch,2315,1963-02-08,2004-11-13,1600 East Pioneer Parkway,Arlington,Tarrant,TX,76010,32.70843,-97.08686,105298.0,110205.0,122284.0,130973.0,141041.0,148993.0,163065,63,22,921859.0,54.86049117742028,7.56148068547926
JPMorgan Chase Bank,0,Mockingbird Banking Center Branch,2316,1979-02-16,2004-11-13,5646 East Mockingbird Lane,Dallas,Dallas,TX,75206,32.83649,-96.77029,80814.0,89531.0,103669.0,111889.0,128197.0,144488.0,161394,47,22,819982.0,99.71044620981513,12.21910404976725
JPMorgan Chase Bank,0,New Caney Branch,2317,1934-01-05,2004-11-13,20798 Fm 1485,New Caney,Montgomery,TX,77357,30.15489,-95.21373,42028.0,43677.0,47634.0,48155.0,54811.0,62092.0,70458,92,22,368855.0,67.64537927096221,8.992997834895844
JPMorgan Chase Bank,0,Willowbrook Branch,2322,1992-04-15,2004-11-13,7611 Fm 1960 West,Houston,Harris,TX,77070,29.96374,-95.54328,43773.0,45820.0,48197.0,60030.0,67498.0,73574.0,74794,34,22,413686.0,70.86788659676057,9.339413830502119
JPMorgan Chase Bank,0,Martin Luther King Dallas Branch,2323,1992-08-06,2004-11-13,2833 Martin Luther King Boulevard,Dallas,Dallas,TX,75215,32.76991,-96.7675,9815.0,9403.0,10430.0,10472.0,14610.0,20278.0,14031,34,22,89039.0,42.95466123280693,6.1368970639237075
JPMorgan Chase Bank,0,University Of North Texas Branch,2324,1992-08-31,2004-11-13,"901 Avenue C, Suite B",Denton,Denton,TX,76201,33.20675,-97.15068,17422.0,15827.0,18318.0,21241.0,25359.0,27235.0,30928,34,22,156330.0,77.5226724830674,10.037902779722119
JPMorgan Chase Bank,0,South Cooper Branch,2325,1992-10-26,2004-11-13,1801 Southwest Green Oaks Boulevard,Arlington,Tarrant,TX,76017,32.65966,-97.13507,85360.0,93245.0,104351.0,114893.0,122541.0,132763.0,146144,34,22,799297.0,71.20899718837863,9.375763401353643
JPMorgan Chase Bank,0,Downtown Forth Worth Branch,2326,1988-05-02,2004-11-13,420 Throckmorton,Fort Worth,Tarrant,TX,76102,32.75408,-97.33294,1551142.0,1481645.0,1741983.0,1644310.0,1694211.0,1633979.0,1713253,38,22,11460523.0,10.451074111847916,1.670507316036085
JPMorgan Chase Bank,0,Addison Branch,2327,1982-12-10,2004-11-13,14114 Dallas Parkway A150,Dallas,Dallas,TX,75254,32.94033,-96.82175,104292.0,107269.0,109957.0,115834.0,123869.0,139709.0,165090,44,22,866020.0,58.29593832700495,7.955546913249711
JPMorgan Chase Bank,0,North Loop Branch,2329,1954-05-22,2004-11-13,1421 North Loop West,Houston,Harris,TX,77008,29.81226,-95.42538,94398.0,102575.0,102742.0,112741.0,117685.0,123842.0,128705,72,22,782688.0,36.34293099430073,5.302521587671838
JPMorgan Chase Bank,0,Oak Forest Team Branch,2330,1983-01-09,2004-11-13,4320 Ella Boulevard,Houston,Harris,TX,77018,29.82937,-95.42951,58729.0,59226.0,61139.0,64145.0,68454.0,68651.0,67479,43,22,447823.0,14.89894260075942,2.3417106566103962
JPMorgan Chase Bank,0,Rowlett Branch,2331,1974-04-25,2004-11-13,3431 Highway 66,Rowlett,Dallas,TX,75088,32.90265,-96.57013,91760.0,88039.0,102850.0,111175.0,117742.0,121204.0,140653,52,22,773423.0,53.2835658238884,7.378153749040983
JPMorgan Chase Bank,0,Lewisville Civic Branch,2332,1974-06-06,2004-11-13,1201 West Main Street,Lewisville,Denton,TX,75067,33.04228,-97.0241,169083.0,179621.0,186795.0,203709.0,211839.0,224811.0,247665,52,22,1423523.0,46.47539965579035,6.5681554040378565
JPMorgan Chase Bank,0,Coit and Park Branch,2333,1980-10-15,2004-11-13,4001 W Park Blvd,Plano,Collin,TX,75093,33.02685,-96.77054,147965.0,150629.0,153381.0,144223.0,144341.0,155417.0,176535,46,22,1072491.0,19.308620281823405,2.98610596661395
JPMorgan Chase Bank,0,Ridgmar Branch,2337,1975-06-19,2004-11-13,421 Alta Mere Road,Fort Worth,Tarrant,TX,76114,32.75307,-97.43049,94444.0,92523.0,93059.0,93902.0,102725.0,116746.0,111115,51,22,704514.0,17.651730125788827,2.746346111411957
JPMorgan Chase Bank,0,West Side Fort Worth Branch,2338,1947-07-19,2004-11-13,600 Bailey Avenue,Fort Worth,Tarrant,TX,76107,32.75301,-97.36309,76558.0,76255.0,81796.0,90334.0,103112.0,121500.0,123708,79,22,673263.0,61.5872932939732,8.32645583591951
JPMorgan Chase Bank,0,Cityview Branch,2340,1987-01-20,2004-11-13,4701 Bryant Irvin Road,Fort Worth,Tarrant,TX,76132,32.67987,-97.4145,75256.0,78437.0,84952.0,90468.0,102045.0,104784.0,120777,39,22,656719.0,60.488200276389925,8.20330290602087
JPMorgan Chase Bank,0,Amarillo Branch,2341,1936-11-01,2004-11-13,"600 S Tyler Street, Suite 100",Amarillo,Potter,TX,79101,35.20764,-101.83833,51736.0,47075.0,47768.0,48700.0,46635.0,43420.0,46819,90,22,332153.0,-9.504020411319004,-1.650637859729398
JPMorgan Chase Bank,0,Northcross Branch,2342,1959-08-27,2004-11-13,7600 Burnet Road,Austin,Travis,TX,78757,30.35282,-97.73286,176371.0,177451.0,190746.0,210620.0,223609.0,227036.0,239005,67,22,1444838.0,35.512640967052405,5.19537227238136
JPMorgan Chase Bank,0,Walsh Tarlton Branch,2343,1981-02-01,2004-11-13,3267 Bee Cave Road,Austin,Travis,TX,78746,30.27452,-97.80068,118809.0,134071.0,158489.0,168271.0,182102.0,191246.0,208342,45,22,1161330.0,75.35876911681775,9.813208637225745
JPMorgan Chase Bank,0,Lbj and Abrams Branch,2344,1976-08-18,2004-11-13,9401 Lbj Freeway,Dallas,Dallas,TX,75243,32.91202,-96.73531,76850.0,69950.0,78468.0,79772.0,84954.0,87704.0,94523,50,22,572221.0,22.996746909564088,3.509991006697022
JPMorgan Chase Bank,0,Exchange Park Branch,2345,1945-12-15,2004-11-13,6300 Harry Hines Boulevard,Dallas,Dallas,TX,75235,32.82044,-96.84762,65120.0,66973.0,74868.0,83245.0,90379.0,96719.0,114750,81,22,592054.0,76.21314496314497,9.90219939058241
JPMorgan Chase Bank,0,Denison Branch,2346,1925-12-05,2004-11-13,231 West Main Street,Denison,Grayson,TX,75020,33.75543,-96.53737,96608.0,93807.0,95067.0,83806.0,81097.0,86646.0,88703,101,22,625734.0,-8.18255216959258,-1.4127234536634226
JPMorgan Chase Bank,0,Duncanville Branch,2347,1961-01-06,2004-11-13,303 South Main Street,Duncanville,Dallas,TX,75116,32.64942,-96.90844,105330.0,108635.0,115076.0,123975.0,126893.0,131711.0,148201,65,22,859821.0,40.70160448115447,5.856250840037802
JPMorgan Chase Bank,0,Valley View Branch,2348,1980-02-04,2004-11-13,2301 Valley View Lane,Farmers Branch,Dallas,TX,75234,32.9222,-96.90277,50631.0,49885.0,51993.0,65726.0,62194.0,68232.0,74360,46,22,423021.0,46.866544212044005,6.615532244556532
JPMorgan Chase Bank,0,Downtown Fredericksburg Branch,2349,1932-01-01,2004-11-13,150 East Main Street,Fredericksburg,Gillespie,TX,78624,30.27449,-98.87144,146843.0,166139.0,169046.0,179507.0,190444.0,203603.0,212776,94,22,1268358.0,44.900335732721345,6.3763044296479165
JPMorgan Chase Bank,0,Post & Paddock Branch,2350,1982-08-02,2004-11-13,2322 North Highway 360,Grand Prairie,Tarrant,TX,75050,32.79319,-97.05653,37963.0,43415.0,47016.0,58815.0,62189.0,72730.0,71894,44,22,394022.0,89.37913231304164,11.23002130309294
JPMorgan Chase Bank,0,Fondren Banking Branch,2352,1974-03-26,2004-11-13,8515 Fondren Road,Houston,Harris,TX,77074,29.6864,-95.50869,60585.0,62493.0,63889.0,67689.0,71109.0,69997.0,73233,52,22,468995.0,20.876454567962366,3.210437470768035
JPMorgan Chase Bank,0,Spring Branch Banking Branch,2353,1973-06-11,2004-11-13,1337 Gessner Street,Houston,Harris,TX,77055,29.79277,-95.5448,101806.0,128529.0,176132.0,163385.0,162354.0,169653.0,193541,53,22,1095400.0,90.10765573738286,11.30122247200196
JPMorgan Chase Bank,0,Levelland Branch,2354,1944-11-16,2004-11-13,800 Eighth Street,Levelland,Hockley,TX,79336,33.58529,-102.37669,36649.0,34016.0,34443.0,36083.0,31405.0,30400.0,31336,82,22,234332.0,-14.49698491091162,-2.5765350468527903
JPMorgan Chase Bank,0,Judson Road Branch,2355,1980-10-11,2004-11-13,2606 Judson Road,Longview,Gregg,TX,75605,32.54112,-94.74604,97621.0,108980.0,118555.0,126528.0,133607.0,142992.0,139085,46,22,867368.0,42.474467583819056,6.077393648535856
JPMorgan Chase Bank,0,Drive-In Facility Branch,2358,1978-07-09,2004-11-13,2301 West Missouri Street,Midland,Midland,TX,79701,31.99245,-102.09809,0.0,0.0,0.0,0.0,0.0,0.0,0,48,22,0.0,,
JPMorgan Chase Bank,0,North Richardson Branch,2359,1980-07-25,2004-11-13,780 East Campbell Road,Richardson,Dallas,TX,75081,32.97532,-96.71259,109598.0,135281.0,140159.0,157951.0,176287.0,193060.0,223383,46,22,1135719.0,103.82032518841584,12.600740958758694
JPMorgan Chase Bank,0,First Colony Branch,2360,1971-10-13,2004-11-13,2455 Highway 6,Sugar Land,Fort Bend,TX,77478,29.59658,-95.61698,131367.0,137668.0,155964.0,181948.0,192983.0,202338.0,228662,55,22,1230930.0,74.06350148819719,9.677603557186254
JPMorgan Chase Bank,0,Tyler Branch,2361,1972-06-19,2004-11-13,100 Independence Place,Tyler,Smith,TX,75703,32.29882,-95.2994,203376.0,199633.0,197122.0,190340.0,214530.0,233127.0,236988,54,22,1475116.0,16.52702383762096,2.5819874819863475
JPMorgan Chase Bank,0,Drive-In Branch,2362,1989-07-20,2004-11-13,312 West Woodard,Denison,Grayson,TX,75020,33.75633,-96.53864,0.0,0.0,0.0,0.0,0.0,0.0,0,37,22,0.0,,
JPMorgan Chase Bank,0,Drive-In Branch,2363,1989-07-20,2004-11-13,700 Harrison,Amarillo,Potter,TX,79101,35.20609,-101.83945,0.0,0.0,0.0,0.0,0.0,0.0,0,37,22,0.0,,
JPMorgan Chase Bank,0,Hwy 183 and Lake Creek Branch,2364,1972-03-01,2004-11-13,13809 Research Boulevard,Austin,Williamson,TX,78750,30.46397,-97.7946,125806.0,137532.0,134746.0,154385.0,159596.0,161272.0,168250,54,22,1041587.0,33.737659571085636,4.964462563660987
JPMorgan Chase Bank,0,Northwest Motorbank Branch,2365,1979-04-16,2004-11-13,13752 Research Boulevard,Austin,Williamson,TX,78750,30.46023,-97.79423,0.0,0.0,0.0,0.0,0.0,0.0,0,47,22,0.0,,
JPMorgan Chase Bank,0,I-40 Bell Branch,2367,1964-01-23,2004-11-13,5805 I-40 West,Amarillo,Potter,TX,79106,35.1902,-101.90052,154949.0,131728.0,133064.0,132444.0,121715.0,107091.0,110910,62,22,891901.0,-28.421609690930566,-5.420505627543115
JPMorgan Chase Bank,0,W University and Hinkle Branch,2369,1984-08-31,2004-11-13,1200 West University Drive,Denton,Denton,TX,76201,33.22944,-97.14598,178527.0,166292.0,166521.0,174583.0,186659.0,180439.0,202486,42,22,1255507.0,13.420378990292786,2.1210290302624335
JPMorgan Chase Bank,0,Jefferson-Fiesta Branch,2370,1993-08-19,2004-11-13,611 West Jefferson Boulevard,Dallas,Dallas,TX,75208,32.74323,-96.83235,17631.0,18383.0,20552.0,22529.0,22594.0,25471.0,28505,33,22,155665.0,61.67545800011344,8.336304382223393
JPMorgan Chase Bank,0,Desoto Branch,2371,1989-10-23,2004-11-13,"900 North Polk Street, Suite #100",Desoto,Dallas,TX,75115,32.60451,-96.84057,43100.0,45056.0,48110.0,51507.0,52511.0,57395.0,61789,37,22,359468.0,43.361948955916475,6.187235899969856
JPMorgan Chase Bank,0,Town East Branch,2372,1990-02-08,2004-11-13,1345 Town East Boulevard,Mesquite,Dallas,TX,75150,32.81086,-96.61576,68348.0,73417.0,83364.0,92728.0,92854.0,101985.0,106003,36,22,618699.0,55.09305319833791,7.588385629648586
JPMorgan Chase Bank,0,Buffalo Gap Branch,2373,1993-05-03,2004-11-13,3250 Rebecca Lane,Abilene,Taylor,TX,79606,32.39471,-99.76365,26222.0,27882.0,30777.0,60831.0,42488.0,57406.0,57170,33,22,302776.0,118.02303409350927,13.872030077124009
JPMorgan Chase Bank,0,Parkdale Branch,2374,1973-04-09,2004-11-13,6025 Eastex Freeway,Beaumont,Jefferson,TX,77706,30.12574,-94.15647,89563.0,104006.0,107137.0,113546.0,108882.0,117686.0,117289,53,22,758109.0,30.956980002902984,4.597533081642524
JPMorgan Chase Bank,0,Washington Boulevard Branch,2375,1991-07-01,2004-11-13,995 Washington Boulevard,Beaumont,Jefferson,TX,77705,30.05738,-94.09371,11085.0,11707.0,11978.0,12327.0,13709.0,15844.0,15079,35,22,91729.0,36.03067207938656,5.262288389382097
JPMorgan Chase Bank,0,West Park and Preston Branch,2376,1994-06-15,2004-11-13,5020 West Park Boulevard,Plano,Collin,TX,75093,33.02737,-96.79619,132814.0,140468.0,147402.0,182145.0,188666.0,202936.0,219000,32,22,1213431.0,64.89225533452799,8.692616401263376
JPMorgan Chase Bank,0,Courtyard Branch,2377,1994-06-20,2004-11-13,3209 Courtyard,Midland,Midland,TX,79705,32.03226,-102.12565,46741.0,49234.0,59849.0,67416.0,83266.0,97431.0,97492,32,22,501429.0,108.57919171605228,13.034711456763537
JPMorgan Chase Bank,0,Golden Triangle Mall Branch,2378,1994-06-30,2004-11-13,2310 Colorado Boulevard,Denton,Denton,TX,76205,33.19169,-97.10464,57227.0,65034.0,72418.0,74663.0,81716.0,105231.0,110887,32,22,567176.0,93.7669281982281,11.655454161020229
JPMorgan Chase Bank,0,Bellmead Wallmart Branch,2380,1995-01-25,2004-11-13,1521 North Interstate 35,Bellmead,McLennan,TX,76705,31.59944,-97.10817,8308.0,8167.0,9810.0,11559.0,12494.0,12496.0,14346,31,22,77180.0,72.67693789118923,9.53150534694358
JPMorgan Chase Bank,0,Coppell Branch,2381,1974-02-14,2004-11-13,1000 S Belt Line Road,Coppell,Dallas,TX,75019,32.9453,-96.99345,65049.0,71912.0,80195.0,86016.0,94774.0,97780.0,109796,52,22,605522.0,68.78968162462144,9.11663948032102
JPMorgan Chase Bank,0,E 7th St and Robert Martinez Branch,2382,1995-03-18,2004-11-13,2119 East Seventh Street,Austin,Travis,TX,78702,30.26179,-97.71892,16508.0,17928.0,21407.0,27206.0,35867.0,41225.0,49522,31,22,209663.0,199.98788466198206,20.092887184156783
JPMorgan Chase Bank,0,Dunbar Banking Center Branch,2383,1995-03-20,2004-11-13,6040 Ramey Ave,Fort Worth,Tarrant,TX,76112,32.72044,-97.22609,15884.0,19466.0,19912.0,22096.0,22109.0,21480.0,27776,31,22,148723.0,74.86779148829011,9.76190540023476
JPMorgan Chase Bank,0,Tidwell Fiesta Branch,2384,1995-03-04,2004-11-13,9419 Mesa,Houston,Harris,TX,77078,29.8521,-95.25099,10958.0,11053.0,13234.0,14500.0,14685.0,16530.0,17046,31,22,98006.0,55.557583500638806,7.64202633777078
JPMorgan Chase Bank,0,Little Road Branch,2385,1995-11-28,2004-11-13,4330 Little Road,Arlington,Tarrant,TX,76016,32.67889,-97.19696,72524.0,79948.0,91199.0,98734.0,105735.0,117728.0,125225,31,22,691093.0,72.66697920688324,9.530452498476594
JPMorgan Chase Bank,0,Greenville Banking Center Branch,2386,1996-04-22,2004-11-13,5906 Wesley Street,Greenville,Hunt,TX,75402,33.11043,-96.10958,134566.0,133502.0,134913.0,134630.0,146445.0,137427.0,146425,30,22,967908.0,8.812775886925376,1.4175967243490017
JPMorgan Chase Bank,0,International Private Bkg Ctr Branch,2387,1996-01-07,2004-11-13,"5075 Westheimer, Suite 1290",Houston,Harris,TX,77056,29.74057,-95.46387,3481.0,2185.0,2754.0,2775.0,2537.0,2629.0,3994,30,22,20355.0,14.73714449870727,2.3176773362598713
JPMorgan Chase Bank,0,Rufe Snow Branch,2388,1996-06-30,2004-11-13,6624 Watauga Road,Watauga,Tarrant,TX,76148,32.86044,-97.23971,36317.0,38412.0,43664.0,49824.0,50384.0,53393.0,59121,30,22,331115.0,62.79153013740122,8.460591244095417
JPMorgan Chase Bank,0,Nederland Branch,2389,1997-01-27,2004-11-13,2150 Highway 365,Nederland,Jefferson,TX,77627,29.959,-93.98241,114752.0,107766.0,116469.0,103907.0,104800.0,117193.0,122772,29,22,787659.0,6.988984941438929,1.1322907408932714
JPMorgan Chase Bank,0,N Lamar and Rundberg Branch,2390,1997-07-14,2004-11-13,9901 North Lamar Boulevard,Austin,Travis,TX,78753,30.36836,-97.69404,35147.0,37386.0,42025.0,47026.0,51400.0,55317.0,60231,29,22,328532.0,71.36882237459812,9.392774000940518
JPMorgan Chase Bank,0,Grand Prairie Banking Branch,2392,1998-09-11,2004-11-13,220 North Belt Line Road,Grand Prairie,Dallas,TX,75050,32.74783,-96.99432,62700.0,64742.0,69630.0,76019.0,81085.0,79196.0,83675,28,22,517047.0,33.452950558213715,4.927187010751255
JPMorgan Chase Bank,0,Bellaire Banking Center Branch,2394,2000-10-07,2004-11-13,4056 Bellaire Boulevard,Houston,Harris,TX,77025,29.7061,-95.44196,116231.0,128660.0,147685.0,176984.0,196743.0,207138.0,233637,26,22,1207078.0,101.01091791346543,12.340566042919265
JPMorgan Chase Bank,0,Friendswood Banking Center Branch,2395,2000-07-24,2004-11-13,3103 Fm 528,Friendswood,Galveston,TX,77546,29.46571,-95.22631,71469.0,72134.0,78465.0,89072.0,94823.0,106590.0,116343,26,22,628896.0,62.788061956932374,8.460206125529934
JPMorgan Chase Bank,0,Lakewood Banking Center Branch,2396,2000-12-18,2004-11-13,15380 North Eldrigde Parkway,Cypress,Harris,TX,77429,29.98989,-95.6567,79417.0,91976.0,111162.0,124035.0,137338.0,154080.0,164273,26,22,862281.0,106.84865960688516,12.87786466048535
JPMorgan Chase Bank,0,Mcdermott and Alma Branch,2397,2001-08-01,2004-11-13,1326 West Mcdermott Drive,Allen,Collin,TX,75013,33.10085,-96.70113,67958.0,71831.0,80036.0,87439.0,92396.0,100964.0,115050,25,22,615674.0,69.29574148738928,9.171096497379839
JPMorgan Chase Bank,0,Orange Banking Center Branch,2400,2001-07-05,2004-11-13,3109 16th Street,Orange,Orange,TX,77630,30.1192,-93.7476,50100.0,45869.0,44663.0,44165.0,42853.0,43375.0,43912,25,22,314937.0,-12.351297405189621,-2.173259832556884
JPMorgan Chase Bank,0,Burbank Albertsons Branch,2405,2001-05-30,2004-11-13,9960 Bluebonnet Boulevard,Baton Rouge,East Baton Rouge,LA,70810,30.35499,-91.10987,12023.0,14505.0,17277.0,20368.0,24295.0,24791.0,26445,25,22,139704.0,119.95342260667054,14.039451738563447
JPMorgan Chase Bank,0,Venice Ave E and Pinebrook Branch,2407,1990-01-06,2004-11-13,1320 Venice Avenue East,Venice,Sarasota,FL,34285,27.09988,-82.41907,90812.0,98953.0,110475.0,122050.0,130450.0,148666.0,158101,36,22,859507.0,74.09703563405718,9.68112492488611
JPMorgan Chase Bank,0,Sarasota Downtown Branch,2408,1991-08-07,2004-11-13,"240 North Washington Boulevard, Suite 100",Sarasota,Sarasota,FL,34236,27.33823,-82.53093,66923.0,59426.0,64528.0,72782.0,73259.0,82169.0,82837,35,22,501924.0,23.779567562721336,3.6195002821839406
JPMorgan Chase Bank,0,Palm Beach Gardens Branch,2409,1991-09-09,2004-11-13,3399 Pga Boulevard Suite 100,Palm Beach Gardens,Palm Beach,FL,33410,26.84649,-80.08767,125170.0,107232.0,123338.0,147042.0,193346.0,228854.0,158619,35,22,1083601.0,26.72285691459615,4.026142090410212
JPMorgan Chase Bank,0,Vanderbilt Beach and US 41n Branch,2410,1993-01-19,2004-11-13,8870 Tamiami Trail North,Naples,Collier,FL,34108,26.2495,-81.80089,118681.0,128968.0,218808.0,227237.0,245711.0,263865.0,261585,33,22,1464855.0,120.41017517547037,14.078886451836059
JPMorgan Chase Bank,0,College Pkwy and Summerlin Branch,2411,1997-02-09,2004-11-13,13051 University Drive,Fort Myers,Lee,FL,33907,26.55072,-81.88495,61397.0,61980.0,68831.0,77794.0,75135.0,81712.0,72435,29,22,499284.0,17.978077104744532,2.7937916118256245
JPMorgan Chase Bank,0,Parmer and Metric Branch,2412,2001-01-10,2004-11-13,1700 West Parmer Lane,Austin,Travis,TX,78727,30.41278,-97.68945,48408.0,55202.0,61163.0,78571.0,86068.0,97801.0,114050,25,22,541263.0,135.60155346223766,15.353211919718323
JPMorgan Chase Bank,0,Chase Tower Branch,2414,1899-01-01,2004-11-13,201 North Central Avenue,Phoenix,Maricopa,AZ,85004,33.45091,-112.07382,4246556.0,4270187.0,4836020.0,5582684.0,5857726.0,6909171.0,7822138,127,22,39524482.0,84.19957254773044,10.717117293871237
JPMorgan Chase Bank,0,Buckeye Branch,2415,1954-11-15,2004-11-13,402 Monroe Avenue,Buckeye,Maricopa,AZ,85326,33.37048,-112.58601,77689.0,78517.0,84900.0,86839.0,89189.0,85675.0,87678,72,22,590487.0,12.857676118884271,2.036413217541999
JPMorgan Chase Bank,0,Carefree Branch,2416,1963-11-11,2004-11-13,7206 E Wampum Way,Carefree,Maricopa,AZ,85377,33.82381,-111.92367,109277.0,118074.0,122861.0,134441.0,146003.0,161810.0,179433,63,22,971899.0,64.20015190753773,8.616447033741403
JPMorgan Chase Bank,0,Glendale Main Branch,2419,1899-01-01,2004-11-13,7003 North 57th Drive,Glendale,Maricopa,AZ,85301,33.53922,-112.18237,62170.0,64008.0,63265.0,67601.0,66172.0,62080.0,66725,127,22,452021.0,7.326684896252211,1.1854232205740667
JPMorgan Chase Bank,0,Grand Canyon Branch,2420,1963-03-06,2004-11-13,1 Mather Business Center,Grand Canyon,Coconino,AZ,86023,36.05444,-112.12058,16695.0,15849.0,18657.0,21822.0,18887.0,23347.0,25858,63,22,141115.0,54.884696016771485,7.5642824963244815
JPMorgan Chase Bank,0,Lake Havasu Branch,2421,1964-08-09,2004-11-13,1895 Mcculloch Boulevard,Lake Havasu City,Mohave,AZ,86403,34.47598,-114.33041,128321.0,135568.0,148504.0,155359.0,175393.0,210256.0,185592,62,22,1138993.0,44.631042463821196,6.343329315432333
JPMorgan Chase Bank,0,Camelback and 59th Avenue Branch,2422,1960-05-23,2004-11-13,5740 West Camelback Road,Glendale,Maricopa,AZ,85301,33.50956,-112.18342,65135.0,70539.0,70871.0,72814.0,70809.0,75869.0,78443,66,22,504480.0,20.431411683426727,3.147006734702096
